job_title,company,location,experience,posted_time,job_url,city,page_no
Data Analyst L4,Wipro,Bengaluru,5-8 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-220126936035,Bengaluru,3
Reconciliation Data Analyst,eBay,Bengaluru,4-7 Yrs,2 weeks ago,https://www.naukri.com/job-listings-reconciliation-data-analyst-ebay-bengaluru-4-to-7-years-200126508734,Bengaluru,3
Data Analyst,Birla Institute Of Technology And Science,Bengaluru,5-7 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-birla-institute-of-technology-and-science-bengaluru-5-to-7-years-160126006618,Bengaluru,3
Data Analyst,Discover Dollar Technologies,Bengaluru,1-3 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-discover-dollar-technologies-pvt-ltd-bengaluru-1-to-3-years-270126505060,Bengaluru,3
Data Analyst / APM,Playdawn Consulting,Bengaluru,4-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-apm-playdawn-consulting-bengaluru-4-to-9-years-250825500608,Bengaluru,3
Data Analyst,Vidyashilp University,Bengaluru,2-7 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-vidyashilp-university-bengaluru-2-to-7-years-210126042779,Bengaluru,3
Data Analyst,Leading Client,Bengaluru,4-6 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-ideslabs-private-limited-bengaluru-4-to-6-years-220126912372,Bengaluru,3
Data Analyst (Python),KPMG Assurance and Consulting Services LLP,"Bengaluru, Pune, Gurugram",6-11 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-python-kpmg-assurance-and-consulting-services-llp-pune-gurugram-bengaluru-6-to-11-years-290925018809,Bengaluru,3
S&CGN - Tech Strategy & Advisory - Data on Cloud - Analyst,Accenture,Bengaluru,6-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-s-cgn-tech-strategy-advisory-data-on-cloud-analyst-accenture-solutions-pvt-ltd-bengaluru-6-to-10-years-140126931080,Bengaluru,3
Staff Data Analyst,Zscaler LATAM,"Bengaluru, Mohali",8-13 Yrs,1 week ago,https://www.naukri.com/job-listings-staff-data-analyst-zscaler-latam-mohali-bengaluru-8-to-13-years-230126502732,Bengaluru,3
Data Analyst (Location - All Over India),Fortune India 500 IT Services Firm,"Hybrid - Bengaluru, Pune, Chennai",6-10 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-location-all-over-india-srs-infoway-pune-chennai-bengaluru-6-to-10-years-280126917856,Bengaluru,3
Data Analyst,TALWORX SOLUTIONS PRIVATE LIMITED,Bengaluru,2-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-talworx-solutions-private-limited-bengaluru-2-to-6-years-060126502843,Bengaluru,3
Data Analyst,Eurofins,Bengaluru,3-6 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-eurofins-it-solutions-india-pvt-ltd-bengaluru-3-to-6-years-220126922947,Bengaluru,3
ISC Data Analyst,Kalypso A Rockwell Automation Business,Bengaluru,3-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-isc-data-analyst-kalypso-a-rockwell-automation-business-bengaluru-3-to-8-years-200126508542,Bengaluru,3
Data Analysts,PRODAT,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analysts-prodat-bengaluru-1-to-3-years-131125503843,Bengaluru,4
Data Analyst,Otis,Bengaluru(Jigani),5-7 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-rgbsi-bengaluru-5-to-7-years-160126010367,Bengaluru,4
Data Analyst,International Sos,Bengaluru(Sivanchetti Gardens),0-2 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-international-sos-bengaluru-0-to-2-years-130126031638,Bengaluru,4
Data Analyst,Discover Dollar Technologies,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-discover-dollar-technologies-pvt-ltd-bengaluru-1-to-3-years-101125503169,Bengaluru,4
Data Analyst,Corporate Web Solutions,Bengaluru,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-corporate-web-solutions-bengaluru-1-to-4-years-160525501890,Bengaluru,4
Data Program Analyst,Wisetech Global,Bengaluru(Old Airport Road),2-5 Yrs,4 days ago,https://www.naukri.com/job-listings-data-program-analyst-wisetech-global-bengaluru-2-to-5-years-230126022486,Bengaluru,4
Data Analyst,Cloudtara Technologies,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-cloudtara-technologies-bengaluru-1-to-3-years-230925503901,Bengaluru,4
Python Data Analyst,Mantras2success Consultants,Bengaluru,0-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-python-data-analyst-mantras2success-consultants-bengaluru-0-to-4-years-091225502826,Bengaluru,4
Data Analyst,MNC Leads,Hybrid - Bengaluru,9-14 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-think-people-solutions-bengaluru-9-to-14-years-160126031106,Bengaluru,4
Data Analyst,Naghavi Fintech,Bengaluru,5-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-naghavi-fintech-bengaluru-5-to-9-years-260724502918,Bengaluru,4
Data Analyst,Victrix Systems And Labs,Bengaluru,8-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-victrix-systems-and-labs-bengaluru-8-to-10-years-150126911057,Bengaluru,4
Data Analyst,MS Guide World,Bengaluru,4-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ms-guide-world-bengaluru-4-to-9-years-260225502832,Bengaluru,4
Mainframes Adabas Natural 4 Data Analyst - WFH,Value Innovation Labs,Bengaluru,10-20 Yrs,6 days ago,https://www.naukri.com/job-listings-mainframes-adabas-natural-4-data-analyst-wfh-mount-talent-consulting-bengaluru-10-to-20-years-280126935132,Bengaluru,4
Data Governance Analyst,Tradeweb,Bengaluru,4-8 Yrs,4 days ago,https://www.naukri.com/job-listings-data-governance-analyst-tradeweb-markets-inc-bengaluru-4-to-8-years-300126924276,Bengaluru,4
Data Analyst,Naukri Expert Assist,"Bengaluru, Chennai",5-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-naukri-expert-assist-chennai-bengaluru-5-to-8-years-150126017133,Bengaluru,4
Data Analyst,Siemens,Bengaluru,1-4 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-siemens-limited-bengaluru-1-to-4-years-190126904853,Bengaluru,5
Data Analyst,Siemens,Bengaluru,5-6 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-siemens-limited-bengaluru-5-to-6-years-190126907122,Bengaluru,5
Data Analyst - I,Pice App,Bengaluru,1-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-i-pice-bengaluru-1-to-2-years-091225502771,Bengaluru,5
Data Analyst,Dexian India Technologies,Bengaluru,0-2 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-dexian-india-technologies-bengaluru-0-to-2-years-120126004077,Bengaluru,5
Data Analyst,Capgemini,Bengaluru,2-5 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-capgemini-technology-services-india-limited-bengaluru-2-to-5-years-140126914883,Bengaluru,5
Data Analyst,Wipro,Bengaluru,1-3 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-wipro-limited-bengaluru-1-to-3-years-090126929013,Bengaluru,5
Data Analyst,Bombay Play,Bengaluru,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bombay-play-private-limited-bengaluru-0-to-3-years-020224501624,Bengaluru,5
Data Analyst,Wipro,Bengaluru,3-5 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-wipro-limited-bengaluru-3-to-5-years-090126928527,Bengaluru,5
Data Analyst,Infotanks Media,Bengaluru,0 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-infotanks-media-bengaluru-0-to-0-years-050126008622,Bengaluru,5
Data Analyst L3,Wipro,Bengaluru,3-5 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-150126928397,Bengaluru,5
Data Analyst L3,Wipro,Bengaluru,3-5 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-160126919279,Bengaluru,5
Data Analyst,BCE Global Technology Centre,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bce-global-technology-centre-bengaluru-1-to-3-years-091225014981,Bengaluru,5
Data Analyst,Aroha Technologies,Bengaluru,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-aroha-technologies-bengaluru-0-to-3-years-230925505609,Bengaluru,5
Data Analyst,Augie,Bengaluru,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-augie-pets-india-pvt-limited-bengaluru-0-to-3-years-290822500368,Bengaluru,5
Data Analyst,Xoom,Bengaluru,1-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-xoom-inc-bengaluru-1-to-6-years-301225502817,Bengaluru,5
TARIFF DATA ANALYST,Innover Digital,Bengaluru,0-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-tariff-data-analyst-innover-digital-bengaluru-0-to-5-years-010525502902,Bengaluru,5
S&C GN - Data&AI - Resources - Analyst,Accenture,Bengaluru,4-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-050126932170,Bengaluru,5
Data Analyst,Wipro,Bengaluru,3-5 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-wipro-limited-bengaluru-3-to-5-years-090126928277,Bengaluru,6
Data Analyst,Rubick.AI,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-rubick-bengaluru-1-to-3-years-031125502244,Bengaluru,6
Data Analyst,Wipro,Bengaluru,3-5 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-wipro-limited-bengaluru-3-to-5-years-090126927965,Bengaluru,6
Data Analyst L4,Wipro,Bengaluru,5-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-150126928432,Bengaluru,6
Data Analyst L4,Wipro,Bengaluru,5-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-160126920253,Bengaluru,6
Data Analyst L4,Wipro,Bengaluru,5-8 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-090126928533,Bengaluru,6
Data Analyst L4,Wipro,Bengaluru,5-8 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-090126928514,Bengaluru,6
Data Analyst L3,Wipro,Bengaluru,3-5 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-160126919657,Bengaluru,6
Data Analyst,Wipro,Bengaluru,5-8 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-wipro-limited-bengaluru-5-to-8-years-090126927854,Bengaluru,6
Data Analyst,Hyperthink Systems,Bengaluru,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-hyperthink-systems-pvt-ltd-bengaluru-2-to-5-years-170723501972,Bengaluru,6
Data Analyst,Bromine Infotech,Bengaluru,3-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bromine-infotech-bengaluru-3-to-5-years-220525506513,Bengaluru,6
P&C Data Analyst,Skywings Advisors Pvt Ltd,Hybrid - Bengaluru,3-7 Yrs,1 week ago,https://www.naukri.com/job-listings-p-c-data-analyst-skywings-advisors-bengaluru-3-to-7-years-270126014630,Bengaluru,6
Data Governance and Data Analyst,Clifyx Technology,Bengaluru,7-12 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-governance-and-data-analyst-clifyx-technology-bengaluru-7-to-12-years-290525504670,Bengaluru,6
ISC Data Analyst,Rockwell Automation,Bengaluru,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-isc-data-analyst-rockwell-automation-bengaluru-3-to-8-years-311025502300,Bengaluru,6
Data Analyst,Lobotus Technology,Bengaluru,3-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-lobotus-technology-private-limited-bengaluru-3-to-5-years-160518500528,Bengaluru,6
Data Analyst,Quarks Technosoft,Bengaluru,3-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-quarks-bengaluru-3-to-5-years-130525501208,Bengaluru,6
Data Analyst,Diverse Lynx,Bengaluru,5-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-5-to-7-years-100523501220,Bengaluru,6
Staff Specialist / Data Analyst,Infineon,Bengaluru,5-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-staff-specialist-data-analyst-infineon-technologies-pvt-ltd-bengaluru-5-to-8-years-131025500161,Bengaluru,6
Data Analyst,Diverse Lynx,Bengaluru,6-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-6-to-10-years-180725502371,Bengaluru,6
Data Analyst,Dexian India Technologies,Bengaluru,0 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-dexian-india-technologies-bengaluru-0-to-0-years-120126012718,Bengaluru,7
Data Analyst,Vilwaa Tech Enablers,Hybrid - Bengaluru,0 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-vilwaa-tech-enablers-bengaluru-0-to-0-years-070126018640,Bengaluru,7
Data Analyst,Barclays,Bengaluru,1-8 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-barclays-shared-services-bengaluru-1-to-8-years-130126502088,Bengaluru,7
Data Analyst,Saviynt,Bengaluru,2-7 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-saviynt-bengaluru-2-to-7-years-120126501778,Bengaluru,7
Data Analyst,Virtusa,Bengaluru,2-4 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-virtusa-consulting-services-pvt-ltd-bengaluru-2-to-4-years-090126939651,Bengaluru,7
Data Analyst,Mavenir,"Bengaluru, Gurugram",2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-mavenir-gurugram-bengaluru-2-to-7-years-120725501534,Bengaluru,7
Data Analyst,Z2plus Placement &amp;amp;amp;amp; Security Agency Pvt. Ltd.,Bengaluru,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-z2plus-placement-amp-amp-amp-amp-security-agency-pvt-ltd-bengaluru-2-to-5-years-210222500573,Bengaluru,7
Data Analyst,Smiths Detection,Bengaluru,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-smiths-detection-bengaluru-2-to-7-years-120925504247,Bengaluru,7
Data Analyst,Photon,"Bengaluru, Chennai",4-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-photon-infotech-p-ltd-chennai-bengaluru-4-to-9-years-020724502689,Bengaluru,7
Engineer - Methods & Tools (Data Analyst),Premium Aerotec,Bengaluru,4-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-engineer-methods-tools-data-analyst-aerotec-bengaluru-4-to-9-years-080925503299,Bengaluru,7
DATA ANALYST,Scaleup Mission IT services,Bengaluru,3-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-scaleup-mission-it-services-bengaluru-3-to-4-years-140524501016,Bengaluru,7
GN-Banking-Data AI-Analyst,Accenture,Bengaluru,3-8 Yrs,3 weeks ago,https://www.naukri.com/job-listings-gn-banking-data-ai-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-120126922578,Bengaluru,7
Data Analyst,Careernet,Bengaluru,7-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-careernet-bengaluru-7-to-10-years-190126034960,Bengaluru,7
Data Analyst,Capillary Technologies,Bengaluru,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-capillary-technologies-india-pvt-ltd-bengaluru-2-to-7-years-281025502122,Bengaluru,7
Data Analyst - BLR,Photon,Bengaluru,6-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-blr-photon-infotech-p-ltd-bengaluru-6-to-9-years-301025504211,Bengaluru,7
Data Analyst,Rapsys Tech Solutions,Bengaluru,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-rapsys-tech-solutions-pvt-ltd-bengaluru-3-to-8-years-020126501194,Bengaluru,7
Data Analyst,Photon,"Bengaluru, Chennai",8-13 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-photon-infotech-p-ltd-chennai-bengaluru-8-to-13-years-150525501445,Bengaluru,7
Logistics Data Analyst,Avnet Emea,Bengaluru,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-logistics-data-analyst-avnet-emea-bengaluru-3-to-8-years-061125505796,Bengaluru,7
Data Analyst - AI & ML,Kuku Fm,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ai-ml-kuku-fm-bengaluru-1-to-3-years-121225500427,Bengaluru,8
Data Analyst,Indium Software,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-indium-software-bengaluru-1-to-4-years-191225503298,Bengaluru,8
Data Analyst,Indium Software,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-indium-software-bengaluru-1-to-4-years-191225503301,Bengaluru,8
Data Analyst (Only Work from Office - 11AM To 8PM) Bangalore & Chennai,Ismart Clearvue Solutions,"Bengaluru, Chennai",4-6 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-only-work-from-office-11am-to-8pm-bangalore-chennai-ismart-clearvue-solutions-chennai-bengaluru-4-to-6-years-240925034669,Bengaluru,8
Data Analyst,Dayforce,Bengaluru,2-7 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-dayforce-bengaluru-2-to-7-years-120126502436,Bengaluru,8
Data Analyst,TLD Group,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-tld-bengaluru-1-to-3-years-151025503041,Bengaluru,8
Excellent Opportunity For Data Analyst,Nous Infosystems,Hybrid - Bengaluru,6-11 Yrs,3 weeks ago,https://www.naukri.com/job-listings-excellent-opportunity-for-data-analyst-nous-infosystems-bengaluru-6-to-11-years-130126014928,Bengaluru,8
Data Analyst,HotelHub,Bengaluru,2-6 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-hotelhub-bengaluru-2-to-6-years-190126502875,Bengaluru,8
Data Analyst,Han Digital Solution,"Bengaluru, Hubli, Mangaluru, Mysuru, Belgaum",1-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-han-digital-solution-p-hubli-mangaluru-mysuru-bengaluru-belgaum-1-to-2-years-221125501282,Bengaluru,8
Data Analyst,Grid Dynamics,Bengaluru,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-grid-dynamics-bengaluru-2-to-4-years-060625503849,Bengaluru,8
Data Analyst,Neemtree Internet,Bengaluru,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-neemtree-internet-pvt-ltd-bengaluru-2-to-5-years-261125502449,Bengaluru,8
Data Analyst,Indium Software,Bengaluru,3-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-indium-software-bengaluru-3-to-4-years-221225502936,Bengaluru,8
GN-Banking-Data AI-Analyst,Accenture,Bengaluru,3-8 Yrs,3 weeks ago,https://www.naukri.com/job-listings-gn-banking-data-ai-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-120126922548,Bengaluru,8
Legal Data & Contract Intelligence Analyst (Legal Data & AI),Wilbert Funeral Services,"Bengaluru, Hubli, Mangaluru, Mysuru, Belgaum",4-7 Yrs,1 week ago,https://www.naukri.com/job-listings-legal-data-contract-intelligence-analyst-legal-data-ai-wilbert-funeral-services-inc-hubli-mangaluru-mysuru-bengaluru-belgaum-4-to-7-years-220126502080,Bengaluru,8
Compliance Data Analyst,Payoneer,Bengaluru,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-compliance-data-analyst-payoneer-bengaluru-3-to-8-years-181225502409,Bengaluru,8
Treasury Data Analyst,Payoneer,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-treasury-data-analyst-payoneer-bengaluru-1-to-4-years-171225504398,Bengaluru,8
Logistics Data Analyst,Avnet,Bengaluru,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-logistics-data-analyst-avnet-india-pvt-ltd-bengaluru-3-to-8-years-061125505081,Bengaluru,8
Data Analyst,Etomate Technology,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-etomate-technology-llp-bengaluru-1-to-4-years-240322502079,Bengaluru,9
Data Analyst,Gushwork,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-gushwork-bengaluru-1-to-3-years-171025501584,Bengaluru,9
Data Analyst,EXL,"Hybrid - Bengaluru, Pune, Gurugram",5-7 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-exl-pune-gurugram-bengaluru-5-to-7-years-070126044476,Bengaluru,9
Staff Data Analyst,Earnin,Bengaluru,7-12 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-staff-data-analyst-earnin-bengaluru-7-to-12-years-071025500388,Bengaluru,9
Data Analyst,Swiss Re,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-swiss-re-bengaluru-1-to-4-years-310725501877,Bengaluru,9
Data Analyst,Umamicasa,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-umamicasa-bengaluru-1-to-3-years-230924502630,Bengaluru,9
Data Analyst,Saastargo Technologies,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-saastargo-technologies-pvt-ltd-bengaluru-1-to-4-years-300124500556,Bengaluru,9
Data Analyst,Clifyx Technology,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-clifyx-technology-bengaluru-1-to-4-years-220725500669,Bengaluru,9
Data Analyst - People Success,Regalix,Bengaluru,2-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-people-success-marketstar-bengaluru-2-to-6-years-291225502545,Bengaluru,9
Data Analyst,Kidvento,"Bengaluru, Hubli, Mangaluru, Mysuru, Belgaum",2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-kidvento-education-and-research-hubli-mangaluru-mysuru-bengaluru-belgaum-2-to-7-years-041225500466,Bengaluru,9
Data Analyst,Maruti True Value,"Bengaluru, Gurugram",3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-maruti-true-value-gurugram-bengaluru-3-to-8-years-310525501658,Bengaluru,9
Data Analyst,Take2,Bengaluru,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-take2-bengaluru-2-to-7-years-261125504700,Bengaluru,9
Data Analyst,Diverse Lynx,Bengaluru,5-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-5-to-8-years-300725503925,Bengaluru,9
Data Analyst,Altek Institution,Bengaluru,8-13 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-altek-it-training-institute-bengaluru-8-to-13-years-260325505002,Bengaluru,9
Data Analyst,Pradeepit Consulting Services,Bengaluru,5-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-pradeepit-bengaluru-5-to-7-years-260324502026,Bengaluru,9
ISC Data Analyst,Lektronix,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-isc-data-analyst-lektronix-bengaluru-1-to-4-years-311025501270,Bengaluru,9
data analyst,Etomate Technology,Bengaluru,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-etomate-technology-llp-bengaluru-2-to-7-years-170118501679,Bengaluru,10
Data Analyst,Alaan,Bengaluru,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-alaan-bengaluru-2-to-7-years-120525500718,Bengaluru,10
Data Analyst,Bombay Play,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bombay-play-private-limited-bengaluru-1-to-3-years-130325503662,Bengaluru,10
Data Analyst,Brickwork Ratings (BWR),Bengaluru,3-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-brickworks-ratings-bengaluru-3-to-5-years-150425501288,Bengaluru,10
Data Analyst (AI-LLM),Ringcentral,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ai-llm-ringcentral-bengaluru-1-to-4-years-160924502078,Bengaluru,10
Data Analyst,Kazam,Bengaluru,1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-kazam-bengaluru-1-to-3-years-130624502017,Bengaluru,10
Data Analyst,Qvesta Technologies,"Bengaluru, Coimbatore",1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-qvesta-technologies-coimbatore-bengaluru-1-to-3-years-110225503006,Bengaluru,10
Data Analyst,Vgminds Techstudios,Bengaluru,1-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-vgminds-techstudios-pvt-ltd-bengaluru-1-to-4-years-120624502117,Bengaluru,10
Data Analyst,Xpheno,Bengaluru,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-xpheno-bengaluru-2-to-4-years-100123500067,Bengaluru,10
Data Analyst,Xtreme Management Solutions,Bengaluru,1-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-xtreme-management-solutions-bengaluru-1-to-2-years-130722500725,Bengaluru,10
Data Analyst,Rehoboth Academic Services,Bengaluru,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-rehoboth-academic-services-bengaluru-2-to-7-years-091120501120,Bengaluru,10
Data Analyst,Usdc Global,Bengaluru,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-usdc-global-bengaluru-2-to-5-years-121124506035,Bengaluru,10
Data Analyst,Heptarc Talent Acquisition,Bengaluru,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-heptarc-talent-acquisition-bengaluru-2-to-5-years-080623502193,Bengaluru,10
Data Analyst,CAMSDATA,Bengaluru,2-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-camsdata-technologies-india-pvt-ltd-bengaluru-2-to-8-years-160822501643,Bengaluru,10
Data Analyst,Drishtee Development And Communication,"Bengaluru, Varanasi",4-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-drishtee-varanasi-bengaluru-4-to-9-years-111024501903,Bengaluru,10
Data Analyst,Robosoft Technologies,"Bengaluru, Mumbai, Udupi",5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-robosoft-technologies-pvt-ltd-mumbai-udupi-bengaluru-5-to-10-years-121224506087,Bengaluru,10
Treasury Data Analyst,Payoneer,Bengaluru,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-treasury-data-analyst-payoneer-bengaluru-2-to-4-years-111225500563,Bengaluru,10
