job_title,company,location,experience,posted_time,job_url,city,page_no
Junior Data Analyst,Tetrahed,Hyderabad,0 Yrs,3 weeks ago,https://www.naukri.com/job-listings-junior-data-analyst-tetrahed-hyderabad-0-to-0-years-080126024716,Hyderabad,7
Internship Junior Data Analyst,Rezultize,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",0-1 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-internship-junior-data-analyst-rezultize-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-241224503390,Hyderabad,7
EY - GDS Consulting - AI And DATA - Data Analyst - Senior,EY,Hyderabad,5-8 Yrs,3 weeks ago,https://www.naukri.com/job-listings-ey-gds-consulting-ai-and-data-data-analyst-senior-ey-hyderabad-5-to-8-years-130126010335,Hyderabad,7
HR Senior Data Analyst,Hitachi,Hyderabad,3-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-hr-senior-data-analyst-hitachi-ltd-hyderabad-3-to-7-years-220525504229,Hyderabad,7
Hiring For Data Engineer,Tech Mahindra,"Hyderabad, Pune, Bengaluru",6-11 Yrs,1 day ago,https://www.naukri.com/job-listings-hiring-for-data-engineer-tech-mahindra-hyderabad-pune-bengaluru-6-to-11-years-260126004045,Hyderabad,7
Data Analyst Intern,ARP Investments,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-arp-investments-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-300724502261,Hyderabad,7
HR Senior Data Analyst,Hitachi Digital Services,Hyderabad,4-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-hr-senior-data-analyst-hitachi-digital-services-hyderabad-4-to-7-years-220525505931,Hyderabad,7
HR Senior Data Analyst,Hitachi Digital Services,Hyderabad,3-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-hr-senior-data-analyst-hitachi-digital-services-hyderabad-3-to-7-years-220525505930,Hyderabad,7
"Program Manager - Data Scientist, Sensory and Consumer Experience",Pepsico,Hyderabad,6-9 Yrs,2 weeks ago,https://www.naukri.com/job-listings-program-manager-data-scientist-sensory-and-consumer-experience-pepsico-global-business-services-india-llp-hyderabad-6-to-9-years-140126928911,Hyderabad,7
Data Analyst / Data Scientist,Dhan.co,Hyderabad,3-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-data-scientist-dhan-co-hyderabad-3-to-8-years-140126502412,Hyderabad,7
Senior Data Analyst,The Hackett Group,Hyderabad,2-6 Yrs,6 days ago,https://www.naukri.com/job-listings-senior-data-analyst-the-hackett-group-hyderabad-2-to-6-years-130225010698,Hyderabad,7
"Senior Data Analyst, Marketing Performance",Salesforce,Hyderabad,5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-marketing-performance-salesforce-hyderabad-5-to-10-years-261125501846,Hyderabad,7
QA Data Analyst,CGI,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,6 days ago,https://www.naukri.com/job-listings-qa-data-analyst-cgi-hyderabad-chennai-bengaluru-5-to-10-years-280126045463,Hyderabad,7
Data Analyst / Data Scientist,The Dhan Academy,Hyderabad,2-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-data-scientist-the-dhan-academy-hyderabad-2-to-6-years-050325501149,Hyderabad,7
Senior Data Analyst,Capco,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",4-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-capco-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-121124502122,Hyderabad,7
Senior Data Analyst,Convegenius Edu,Hyderabad,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-convegenius-edu-solutions-pvt-ltd-hyderabad-0-to-3-years-221025505951,Hyderabad,7
Data Engineer,NTT DATA,Hyderabad,5-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-ntt-data-hyderabad-5-to-8-years-140126029485,Hyderabad,7
Data Engineer (GDC),Hitachi Digital Services,Hyderabad,3-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-gdc-hitachi-digital-services-hyderabad-3-to-6-years-161225500105,Hyderabad,7
Data Engineer,Accenture,Hyderabad,2-4 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-050126927131,Hyderabad,7
Senior Data Analyst,Capco,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",8-12 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-capco-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-12-years-281123501746,Hyderabad,7
Data Analyst Intern,Zmater Technologies,Hyderabad(Karmanghat),,Starts within 1 month,https://www.naukri.com/job-listings-data-analyst-intern-zmater-technologies-hyderabad-0-to-1-years-210126015835,Hyderabad,8
Walk-In Any Fresher's/Expr-MIS Executive/Reporting/Ops/Data Analyst,Hiring For Leading Software Product Company,,,3 days ago,https://www.naukri.com/job-listings-walk-in-any-fresher-s-expr-mis-executive-reporting-ops-data-analyst-wisdom-bridge-consultants-kolkata-hyderabad-pune-ahmedabad-chennai-jaipur-surat-delhi-ncr-mumbai-all-areas-0-to-5-years-310126015882,Hyderabad,8
Data Analyst Advanced Analytics,Perceptive Analytics,Hyderabad,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-advanced-analytics-perceptive-analytics-hyderabad-0-to-3-years-100622500775,Hyderabad,8
Lead Data Analyst,S&P Global Market Intelligence,"Hyderabad, Bengaluru",1-6 Yrs,Just now,https://www.naukri.com/job-listings-lead-data-analyst-s-p-capital-iq-india-pvt-ltd-hyderabad-bengaluru-1-to-6-years-040226909648,Hyderabad,8
Tableau Developer/Data Engineer,Nublogics,Hyderabad,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-tableau-developer-data-engineer-nublogics-hyderabad-2-to-5-years-251024501643,Hyderabad,8
Data Scientist (US Value & Access Insights),Amgen Inc,Hyderabad,3-7 Yrs,4 days ago,https://www.naukri.com/job-listings-data-scientist-us-value-access-insights-amgen-inc-hyderabad-3-to-7-years-300126928147,Hyderabad,8
Senior Data Analyst,Virtusa,Hyderabad,4-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-virtusa-consulting-services-hyderabad-4-to-5-years-261125505659,Hyderabad,8
Senior Data Analyst,Keyloop India,Hyderabad,3-6 Yrs,1 day ago,https://www.naukri.com/job-listings-senior-data-analyst-keyloop-india-private-limited-hyderabad-3-to-6-years-030226019976,Hyderabad,8
Senior Data Analyst,Virtusa,Hyderabad,8-12 Yrs,3 weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-virtusa-consulting-services-pvt-ltd-hyderabad-8-to-12-years-120126918163,Hyderabad,8
Senior Data Analyst,Brillius,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",4-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-brillius-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-281024502443,Hyderabad,8
Data Scientist,Amgen Inc,Hyderabad,3-7 Yrs,4 days ago,https://www.naukri.com/job-listings-data-scientist-amgen-inc-hyderabad-3-to-7-years-300126927819,Hyderabad,8
AI And DATA - Data Analyst-M4 level- Senior Manager,EY,Hyderabad,13-18 Yrs,2 weeks ago,https://www.naukri.com/job-listings-ai-and-data-data-analyst-m4-level-senior-manager-ernst-young-hyderabad-13-to-18-years-150126501121,Hyderabad,8
Business Data Analyst,Flair Tech Solutions,Remote,8-13 Yrs,6 days ago,https://www.naukri.com/job-listings-business-data-analyst-flair-tech-solutions-hyderabad-8-to-13-years-280126029889,Hyderabad,8
"Senior Data Analyst, Fintech",Electronic Arts,Hyderabad,3-5 Yrs,3 weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-fintech-electronic-arts-hyderabad-3-to-5-years-080126500202,Hyderabad,8
Senior Data Analyst,Times World Information Technology,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-times-world-information-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-220525503708,Hyderabad,8
"Senior Specialist, FP&A Data Analyst",FactSet,Hyderabad,2-5 Yrs,2 weeks ago,https://www.naukri.com/job-listings-senior-specialist-fp-a-data-analyst-factset-systems-india-pvt-ltd-hyderabad-2-to-5-years-190126501767,Hyderabad,8
Data Engineer,Accenture,Hyderabad,2-4 Yrs,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-270126923238,Hyderabad,8
Senior Trust & Safety Data Analyst,ti Steps,Hyderabad,7-9 Yrs,1 day ago,https://www.naukri.com/job-listings-senior-trust-safety-data-analyst-ti-steps-hyderabad-7-to-9-years-020226010620,Hyderabad,8
Senior Data Analyst,Certifyos,"Hyderabad, Mumbai, New Delhi, Pune, Chennai, Ahmedabad, Bengaluru",5-7 Yrs,2 weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-certifyos-mumbai-new-delhi-hyderabad-pune-chennai-ahmedabad-bengaluru-5-to-7-years-190126500622,Hyderabad,8
Senior Data Analyst,thinkbridge Software,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",5-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-thinkbridge-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-7-years-240425503488,Hyderabad,8
Senior Finance Data Analyst,Franklin templeton asset management (india)pvt,Hyderabad,3-6 Yrs,5 days ago,https://www.naukri.com/job-listings-senior-finance-data-analyst-franklin-templeton-asset-management-india-pvt-hyderabad-3-to-6-years-290126507683,Hyderabad,9
Data Scientist,IDESLABS,Hyderabad,5-15 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-ideslabs-private-limited-hyderabad-5-to-15-years-070324502344,Hyderabad,9
"Data Analyst - SQL, Python",Indium Software,"Hybrid - Hyderabad, Bengaluru",3-8 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-sql-python-indium-software-hyderabad-bengaluru-3-to-8-years-020226017222,Hyderabad,9
Senior Data analyst,Indium Software,Hyderabad,2-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-indium-software-hyderabad-2-to-7-years-191225503302,Hyderabad,9
Lead Data Analyst,Leading Client,"Hyderabad, Secunderabad",8-10 Yrs,1 week ago,https://www.naukri.com/job-listings-lead-data-analyst-sampoorna-consultants-hyderabad-secunderabad-8-to-10-years-230126926621,Hyderabad,9
"Senior Data Analyst, IN",DAZN,Hyderabad,7-10 Yrs,1 week ago,https://www.naukri.com/job-listings-senior-data-analyst-in-dazn-group-hyderabad-7-to-10-years-210126502472,Hyderabad,9
Senior Data Analyst,Seismic Technologies,Hyderabad,3-8 Yrs,6 days ago,https://www.naukri.com/job-listings-senior-data-analyst-seismic-technologies-hyderabad-3-to-8-years-280126500417,Hyderabad,9
Senior Data Analyst,Cubic Transportation,Hyderabad,5-8 Yrs,4 days ago,https://www.naukri.com/job-listings-senior-data-analyst-cubic-transportation-systems-hyderabad-5-to-8-years-300126501150,Hyderabad,9
Senior Python Developer (Data Analysis & Frameworks),Globaldata,Hyderabad,5-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-python-developer-data-analysis-frameworks-globaldata-hyderabad-5-to-7-years-050126010267,Hyderabad,9
Sr Data Analyst (Rohith POC),Han Digital Solution,Hyderabad,6-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-rohith-poc-han-digital-solution-p-hyderabad-6-to-8-years-221125500761,Hyderabad,9
Senior Business Data Analyst,GSPANN,"Hyderabad, Gurugram",5-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-senior-business-data-analyst-gspann-hyderabad-gurugram-5-to-10-years-130825032656,Hyderabad,9
Sr. Financial Master Data Analyst,Warner Bros. Discovery,Hyderabad,5-10 Yrs,2 weeks ago,https://www.naukri.com/job-listings-sr-financial-master-data-analyst-warner-bros-discovery-hyderabad-5-to-10-years-200126508877,Hyderabad,9
Senior Data Analyst - Product Analytics,Reuters,Hyderabad,5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-product-analytics-reuters-news-agency-hyderabad-5-to-10-years-191225502530,Hyderabad,9
Senior Data Analyst,Certifyos,Hyderabad,5-7 Yrs,5 days ago,https://www.naukri.com/job-listings-senior-data-analyst-certifyos-hyderabad-5-to-7-years-290126511077,Hyderabad,9
Senior Data Analyst/ Data Analyst,Research Now,"Hyderabad, Noida",5-7 Yrs,1 week ago,https://www.naukri.com/job-listings-senior-data-analyst-data-analyst-research-now-noida-hyderabad-5-to-7-years-270126502396,Hyderabad,9
Senior Data Analysts,Pratibha Analytics,Hyderabad,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analysts-pratibha-analytics-hyderabad-3-to-8-years-161017502335,Hyderabad,9
Data Analyst Senior,Experian,Hyderabad,5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-senior-experian-services-india-private-limited-hyderabad-5-to-10-years-050126915765,Hyderabad,9
Senior Data Analyst,Sureprep,Hyderabad,6-8 Yrs,4 days ago,https://www.naukri.com/job-listings-senior-data-analyst-sureprep-india-pvt-ltd-hyderabad-6-to-8-years-300126506689,Hyderabad,9
Sr. Data Analyst with Data Visualization,IDESLABS,Hyderabad,5-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-with-data-visualization-ideslabs-private-limited-hyderabad-5-to-8-years-211125501059,Hyderabad,9
Staff Technical Data Analyst,Management Health Solutions India,Hyderabad,8-12 Yrs,1 week ago,https://www.naukri.com/job-listings-staff-technical-data-analyst-ghx-hyderabad-8-to-12-years-270126503790,Hyderabad,9
Analyst,Wipro,Hyderabad,1-4 Yrs,Few hours ago,https://www.naukri.com/job-listings-analyst-wipro-limited-hyderabad-1-to-4-years-040226905914,Hyderabad,10
Senior Associate,Crisil,Hyderabad,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-associate-crisil-hyderabad-0-to-3-years-121225501774,Hyderabad,10
Financial Master Data Analyst,Warner Bros. Discovery,Hyderabad,2-7 Yrs,2 weeks ago,https://www.naukri.com/job-listings-financial-master-data-analyst-warner-bros-discovery-hyderabad-2-to-7-years-200126508741,Hyderabad,10
MaaS Program - Business Data Analyst,Just Global,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",3-8 Yrs,1 week ago,https://www.naukri.com/job-listings-maas-program-business-data-analyst-just-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-220126503687,Hyderabad,10
Senior Data Analyst (Medical Services),Apollo TeleHealth,Hyderabad,3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-medical-services-apollo-tele-health-services-hyderabad-3-to-8-years-260224500482,Hyderabad,10
Executive Manager- Data Analyst (Mosaic AI),Pepsico,Hyderabad,9-14 Yrs,2 weeks ago,https://www.naukri.com/job-listings-executive-manager-data-analyst-mosaic-ai-pepsico-global-business-services-india-llp-hyderabad-9-to-14-years-190126930689,Hyderabad,10
Lead Data Analyst (Mosaic AI),Pepsico,Hyderabad,9-14 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-lead-data-analyst-mosaic-ai-pepsico-india-hyderabad-9-to-14-years-121125501998,Hyderabad,10
Senior Data Management Analyst,Wells Fargo,Hyderabad,4-9 Yrs,1 day ago,https://www.naukri.com/job-listings-senior-data-management-analyst-wells-fargo-international-solutions-private-ltd-hyderabad-4-to-9-years-030226910054,Hyderabad,10
Senior Analyst/Data Scientist-GenAI,Tiger Analytics,"Hybrid - Hyderabad, Chennai, Bengaluru",3-6 Yrs,1 day ago,https://www.naukri.com/job-listings-senior-analyst-data-scientist-genai-tiger-analytics-hyderabad-chennai-bengaluru-3-to-6-years-030226924956,Hyderabad,10
Data Analyst Lead,Virtusa,Hyderabad,7-11 Yrs,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-lead-virtusa-consulting-services-pvt-ltd-hyderabad-7-to-11-years-120126918100,Hyderabad,10
Data Analyst Lead,Virtusa,Hyderabad,5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-lead-virtusa-consulting-services-hyderabad-5-to-10-years-271125501000,Hyderabad,10
Sr Associate HR Data Analysis (Visier Admin),Amgen Inc,Hyderabad,2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-associate-hr-data-analysis-visier-admin-horizon-therapeutics-hyderabad-2-to-5-years-050625500328,Hyderabad,10
Data Analyst (Tableau /Power BI) - Immediate Joiner,Kezan Consulting,"Hyderabad, Gurugram, Bengaluru",9-14 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-tableau-power-bi-immediate-joiner-kezan-consulting-hyderabad-gurugram-bengaluru-9-to-14-years-191225009717,Hyderabad,10
S&C Global Network - AI - Data Strategy - Analyst,Accenture,Hyderabad,2-3 Yrs,3 weeks ago,https://www.naukri.com/job-listings-s-c-global-network-ai-data-strategy-analyst-accenture-solutions-pvt-ltd-hyderabad-2-to-3-years-120126923754,Hyderabad,10
Data Analyst Lead,Amnet Digital,Hyderabad,6-11 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-lead-amnet-digital-hyderabad-6-to-11-years-280725500935,Hyderabad,10
Senior Data Analyst,Databeat,Hyderabad,1-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-databeat-hyderabad-1-to-6-years-261125500588,Hyderabad,10
Senior Data Analyst,Proclink,"Hybrid - Hyderabad, Ahmedabad",3-7 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-proclink-hyderabad-ahmedabad-3-to-7-years-050126005681,Hyderabad,10
Sr Data Analyst - BI & Reporting,TALWORX SOLUTIONS PRIVATE LIMITED,Hyderabad,5-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-bi-reporting-talworx-solutions-private-limited-hyderabad-5-to-8-years-060126502930,Hyderabad,10
Senior Finance Data Analyst,Resmed,Hyderabad,5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-finance-data-analyst-resmed-hyderabad-5-to-10-years-181225500624,Hyderabad,10
Senior Analyst / Data Scientist - NLP/Gen AI,Tiger Analytics,"Hybrid - Hyderabad, Chennai, Bengaluru",4-7 Yrs,1 day ago,https://www.naukri.com/job-listings-senior-analyst-data-scientist-nlp-gen-ai-tiger-analytics-hyderabad-chennai-bengaluru-4-to-7-years-030226925353,Hyderabad,10
Data Analyst,Tredence,"Bengaluru, Gurugram, Chennai",3-8 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-tredence-gurugram-chennai-bengaluru-3-to-8-years-150126016330,Bengaluru,1
Data Analyst - YouAppi,Affle,"Bengaluru, Gurugram",2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-youappi-affle-gurugram-bengaluru-2-to-5-years-130525504502,Bengaluru,1
Staff Data Analyst,Enphase Energy,Bengaluru,8-12 Yrs,3 weeks ago,https://www.naukri.com/job-listings-staff-data-analyst-enphase-energy-bengaluru-8-to-12-years-080126501434,Bengaluru,1
Data Analyst,Thoucentric,"Bengaluru, Hubli, Mangaluru, Mysuru, Belgaum",3-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-thoucentric-hubli-mangaluru-mysuru-bengaluru-belgaum-3-to-5-years-210625501498,Bengaluru,1
"Staff Engineer,Ind Eng (Data Analyst with Oracle, Tableau/PBI, Python)",Western Digital,Bengaluru,6-11 Yrs,1 week ago,https://www.naukri.com/job-listings-staff-engineer-ind-eng-data-analyst-with-oracle-tableau-pbi-python-sandisk-bengaluru-6-to-11-years-210126503847,Bengaluru,1
Data Analyst,Soul Ai,Bengaluru,2-4 Yrs,5 days ago,https://www.naukri.com/job-listings-data-analyst-soul-ai-bengaluru-2-to-4-years-290126930727,Bengaluru,1
Data Analyst,Trigent Software,Bengaluru,2-5 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-trigent-software-bengaluru-2-to-5-years-280126017668,Bengaluru,1
Data Analyst,Artech,Bengaluru,6-10 Yrs,5 days ago,https://www.naukri.com/job-listings-data-analyst-artech-bengaluru-6-to-10-years-300126008540,Bengaluru,1
Data Analyst,Jamco America,Bengaluru,4-6 Yrs,2 days ago,https://www.naukri.com/job-listings-data-analyst-jamco-america-inc-bengaluru-4-to-6-years-020226005789,Bengaluru,1
DATA ANALYST L4,Wipro,Bengaluru,5-8 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-030226928457,Bengaluru,1
DATA ANALYST L3,Wipro,Bengaluru,3-5 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-030226928288,Bengaluru,1
Data Analyst,Nurturing Nexis Hr Consulting Llp,Hybrid - Bengaluru,3-6 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-nurturing-nexis-hr-consulting-llp-bengaluru-3-to-6-years-220126040244,Bengaluru,1
Data Analyst,Delhivery,"Bengaluru, Noida, Gurugram",3-8 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-delhivery-noida-gurugram-bengaluru-3-to-8-years-240325027561,Bengaluru,1
DATA ANALYST L4,Wipro,Bengaluru,5-8 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-5-to-8-years-030226928359,Bengaluru,1
Data Analyst,Tekintegral,Bengaluru,4-9 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-tekintegral-bengaluru-4-to-9-years-020226029828,Bengaluru,1
Data Analyst,RGBSI,Hybrid - Bengaluru,5-9 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-rgbsi-bengaluru-5-to-9-years-190126002687,Bengaluru,1
Data Analyst- Collibra,Crescendo Global,Hybrid - Bengaluru,3-7 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-collibra-crescendo-global-leadership-hiring-india-bengaluru-3-to-7-years-151025009769,Bengaluru,1
Data Analyst,Greenlight Financial Technology,Bengaluru,4-9 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-greenlight-financial-technology-bengaluru-4-to-9-years-280126501545,Bengaluru,2
Decision / Data Analyst,Reliance Retail,"Bengaluru, Navi Mumbai",1-5 Yrs,5 days ago,https://www.naukri.com/job-listings-decision-data-analyst-reliance-retail-navi-mumbai-bengaluru-1-to-5-years-290126031809,Bengaluru,2
Data Analyst,Barclays,Bengaluru,0-8 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-barclays-shared-services-bengaluru-0-to-8-years-210126501230,Bengaluru,2
Data Analyst,Barclaycard Payments,Bengaluru,3-5 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-barclaycard-payments-bengaluru-3-to-5-years-280126506014,Bengaluru,2
Data Analyst,Chevron India,Bengaluru,1-3 Yrs,6 days ago,https://www.naukri.com/job-listings-data-analyst-chevron-bengaluru-1-to-3-years-280126503486,Bengaluru,2
Sustainability Data Analyst,Herman Miller,Bengaluru,2-4 Yrs,6 days ago,https://www.naukri.com/job-listings-sustainability-data-analyst-herman-miller-furniture-india-private-limited-bengaluru-2-to-4-years-280126504716,Bengaluru,2
Data Analyst,Chidhagni Consulting,Bengaluru,1-4 Yrs,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-chidhagni-consulting-bengaluru-1-to-4-years-200126507797,Bengaluru,2
Data Analyst,BNP Paribas,Bengaluru,7-12 Yrs,4 days ago,https://www.naukri.com/job-listings-data-analyst-bnp-paribas-india-solutions-pvt-ltd-bengaluru-7-to-12-years-300126919333,Bengaluru,2
Data Analyst L3,Wipro,Bengaluru,3-5 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-210126935982,Bengaluru,2
Sustainability Data Analyst,Millerknoll,Bengaluru,2-7 Yrs,6 days ago,https://www.naukri.com/job-listings-sustainability-data-analyst-millerknoll-bengaluru-2-to-7-years-280126500750,Bengaluru,2
Data Analyst (Predictive),Management Consulting,Hybrid - Bengaluru,2-4 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-predictive-mount-talent-consulting-bengaluru-2-to-4-years-020226923211,Bengaluru,2
Data Analyst,Consulting,Hybrid - Bengaluru,1-4 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-mount-talent-consulting-bengaluru-1-to-4-years-020226921834,Bengaluru,2
S&C GN-Data&AI-Resources- Analyst,Accenture,Bengaluru,4-8 Yrs,1 week ago,https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-270126926467,Bengaluru,2
Data Analyst,Soul Ai,"Bengaluru, Mumbai, Delhi / NCR",4-8 Yrs,5 days ago,https://www.naukri.com/job-listings-data-analyst-soul-ai-mumbai-delhi-ncr-bengaluru-4-to-8-years-290126933649,Bengaluru,2
Sustainability Data Analyst,Millerknoll,Bengaluru,2-4 Yrs,6 days ago,https://www.naukri.com/job-listings-sustainability-data-analyst-muuto-bengaluru-2-to-4-years-280126500778,Bengaluru,2
Data Analyst,Hidden,Bangalore Rural,2-4 Yrs,1 day ago,https://www.naukri.com/job-listings-data-analyst-mount-talent-consulting-bangalore-rural-2-to-4-years-020226921047,Bengaluru,2
Staff Data Analyst,Zscaler LATAM,Bengaluru,8-13 Yrs,5 days ago,https://www.naukri.com/job-listings-staff-data-analyst-zscaler-latam-bengaluru-8-to-13-years-290126510928,Bengaluru,2
Data Analyst (IoT),Log9 Materials,Bengaluru,0-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-iot-log9-materials-bengaluru-0-to-6-years-110325506630,Bengaluru,2
Auth Fraud Supervisor- Data Analyst,National Institute for Smart Government (NISG),Bengaluru,6-10 Yrs,4 days ago,https://www.naukri.com/job-listings-auth-fraud-supervisor-data-analyst-national-institute-for-smart-government-nisg-bengaluru-6-to-10-years-300126034060,Bengaluru,2
Data Analyst,Capco,Bengaluru,8-12 Yrs,5 days ago,https://www.naukri.com/job-listings-data-analyst-capco-technologies-pvt-ltd-bengaluru-8-to-12-years-290126505053,Bengaluru,2
Urgent Hiring - Data Analyst - Bangalore,Creative Synergies,Bengaluru(Whitefield),4-9 Yrs,2 weeks ago,https://www.naukri.com/job-listings-urgent-hiring-data-analyst-bangalore-creative-synergies-bengaluru-4-to-9-years-200126041574,Bengaluru,3
Data Analyst,Softtek,Hybrid - Bengaluru,5-8 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-softtek-bengaluru-5-to-8-years-240126009798,Bengaluru,3
Data Analyst,Eurofins,Bengaluru,3-6 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-eurofins-it-solutions-india-pvt-ltd-bengaluru-3-to-6-years-220126923073,Bengaluru,3
Data Analyst,Cure.Fit,Bengaluru,1-3 Yrs,1 week ago,https://www.naukri.com/job-listings-data-analyst-cure-fit-bengaluru-1-to-3-years-220126500507,Bengaluru,3
